2022-11-15 18:59:55.540108,25.96747971528839,1000.7280053646771,25.025102687287276,1,1
2022-11-15 19:00:28.377546,25.853752804760152,1000.696595477291,25.183850123620818,1,3
2022-11-15 19:01:01.211174,26.063973628074326,1000.7217584558009,25.257006420247297,2,2
2022-11-15 19:01:33.977001,26.058929292778135,1000.6906019196086,25.218070193098033,0,2
2022-11-15 19:02:06.806198,25.597409050215546,1000.6928182408237,25.40698673404859,0,0
2022-11-15 19:02:39.645769,25.832851560334834,1000.6784964283255,25.289968900139534,1,1
2022-11-15 19:03:12.412466,25.788369781671623,1000.7013348032949,25.419184681001077,2,2
2022-11-15 19:03:45.243257,25.41443770384303,1000.6732164215989,25.500152227446236,1,6
2022-11-15 19:04:18.078072,25.64483590021926,1000.6786662954444,25.49476595251698,2,2
2022-11-15 19:04:50.848821,25.654007389430294,1000.6703390637422,25.47784501699295,1,1
2022-11-15 19:05:23.680456,25.595309869830167,1000.6737320626343,25.42337411255175,1,1
2022-11-15 19:05:56.520461,25.62557577501416,1000.6450672241565,25.433866162651874,1,1
2022-11-15 19:06:29.284938,24.809774560165025,1000.712169704121,25.99702814471827,1,2
2022-11-15 19:07:02.120981,24.592870446221045,1000.7488527948511,26.51340502918914,1,3
2022-11-15 19:10:45.710869,25.845764230660514,1000.5767014702548,24.843884166949035,0,0
2022-11-15 19:11:18.546991,25.991325693207873,1000.5578846112617,24.957608473669556,0,0
2022-11-15 19:11:51.371569,25.924373535702344,1000.5622399510148,25.042805572310947,1,1
2022-11-15 19:12:24.132114,26.01353028405388,1000.5816936847774,25.219071793014358,1,3
2022-11-15 19:12:56.962425,25.961711233159424,1000.591192427453,25.203482392027453,1,1
2022-11-15 19:13:29.795420,25.571922584360056,1000.5964460293665,25.80287443503461,1,1
2022-11-15 19:16:31.484248,25.006043292793283,1000.5876457020522,27.017326036440007,2,2
2022-11-15 19:41:55.715706,16.39288639195064,1000.7634847830491,29.208581324306586,10,11
2022-11-15 19:42:28.588578,16.571931409776912,1000.7885274069664,30.0468090261531,7,7
2022-11-15 19:43:01.467903,15.996503050493427,1000.817973399966,29.26506987097649,7,7
2022-11-15 19:43:34.280040,15.814929520462993,1000.8380241943554,29.11527656500671,3,4
2022-11-15 19:44:07.170927,15.57145632753855,1000.8274876682491,28.82510983252438,3,6
2022-11-15 19:44:40.065345,15.784197008334278,1000.7967540321688,28.562611188982075,6,8
2022-11-15 19:45:12.901593,15.521467112950102,1000.8190554644202,28.474046884867118,9,10
2022-11-15 19:45:45.809584,15.481342329429658,1000.8373854899077,28.244639854797178,6,6
2022-11-15 19:46:18.720745,15.156255659425884,1000.8182477384424,28.612937486107885,9,9
2022-11-15 19:46:51.564604,14.569133075951232,1000.8160664139837,29.008224313136804,7,9
2022-11-15 19:47:24.478912,14.624148945745791,1000.8527019962141,29.441899038715423,6,9
2022-11-15 19:47:57.403929,14.271095962615078,1000.8608672483438,29.87408160006727,6,6
2022-11-15 19:48:30.260314,13.881821789024265,1000.8374061732416,30.33316837500429,7,7
